행정기관코드,행정기관코드/100,법정동코드,행정기관,총인구수,세대수,남자 인구수,여자 인구수
4680025600,46800256,3638013,전라남도 장흥군 대덕읍,4292,1967,2078,2214
4680031000,46800310,3638031,전라남도 장흥군 용산면,2736,1305,1289,1447
4680032000,46800320,3638032,전라남도 장흥군 안양면,3408,1635,1628,1780
4680033000,46800330,3638033,전라남도 장흥군 장동면,1475,709,711,764
4680034000,46800340,3638034,전라남도 장흥군 장평면,2618,1337,1266,1352
4680035000,46800350,3638035,전라남도 장흥군 유치면,1314,671,657,657
4680036000,46800360,3638036,전라남도 장흥군 부산면,1657,878,759,898
4680037000,46800370,3638037,전라남도 장흥군 회진면,3481,1515,1705,1776
4681000000,46810000,#N/A,전라남도 강진군 ,40937,18255,19519,21418
4681025000,46810250,3639011,전라남도 강진군 강진읍,15717,6317,7514,8203
4681031000,46810310,3639031,전라남도 강진군 군동면,4269,1959,2060,2209
4681032000,46810320,3639032,전라남도 강진군 칠량면,2899,1390,1388,1511
4681033000,46810330,3639033,전라남도 강진군 대구면,1494,728,695,799
4681034000,46810340,3639035,전라남도 강진군 도암면,3285,1512,1565,1720
4681035000,46810350,3639036,전라남도 강진군 신전면,2188,1028,1048,1140
4681036000,46810360,3639037,전라남도 강진군 성전면,3403,1576,1635,1768
4681037000,46810370,3639038,전라남도 강진군 작천면,2397,1140,1117,1280
4681038000,46810380,3639039,전라남도 강진군 병영면,2165,1082,999,1166
4681039000,46810390,3639040,전라남도 강진군 옴천면,951,511,450,501
4681040000,46810400,3639034,전라남도 강진군 마량면,2169,1012,1048,1121
4682000000,46820000,#N/A,전라남도 해남군 ,81247,34919,39853,41394
4682025000,46820250,3640011,전라남도 해남군 해남읍,25100,9337,12344,12756
4682031000,46820310,3640031,전라남도 해남군 삼산면,3550,1541,1746,1804
4682032000,46820320,3640032,전라남도 해남군 화산면,4210,1940,2104,2106
4682033000,46820330,3640033,전라남도 해남군 현산면,3807,1782,1871,1936
4682034000,46820340,3640034,전라남도 해남군 송지면,7613,3246,3722,3891
4682035000,46820350,3640035,전라남도 해남군 북평면,3538,1618,1689,1849
4682036000,46820360,3640036,전라남도 해남군 북일면,2530,1158,1211,1319
4682037000,46820370,3640037,전라남도 해남군 옥천면,3561,1672,1679,1882
4682038000,46820380,3640038,전라남도 해남군 계곡면,2727,1348,1271,1456
4682039000,46820390,3640039,전라남도 해남군 마산면,2951,1458,1463,1488
4682040000,46820400,3640040,전라남도 해남군 황산면,6485,2866,3202,3283
4682041000,46820410,3640041,전라남도 해남군 산이면,5474,2428,2722,2752
4682042000,46820420,3640042,전라남도 해남군 문내면,5027,2285,2460,2567
4682043000,46820430,3640043,전라남도 해남군 화원면,4674,2240,2369,2305
4683000000,46830000,#N/A,전라남도 영암군 ,60221,25924,30461,29760
4683025000,46830250,3641011,전라남도 영암군 영암읍,9566,3815,4670,4896
4683025300,46830253,3641012,전라남도 영암군 삼호읍,20911,8103,11200,9711
4683031000,46830310,3641031,전라남도 영암군 덕진면,2141,1037,1042,1099
4683032000,46830320,3641032,전라남도 영암군 금정면,2334,1137,1118,1216
4683033000,46830330,3641033,전라남도 영암군 신북면,4719,2220,2370,2349
4683034000,46830340,3641034,전라남도 영암군 시종면,4809,2355,2382,2427
4683035000,46830350,3641035,전라남도 영암군 도포면,2824,1398,1408,1416
4683036000,46830360,3641036,전라남도 영암군 군서면,3919,1827,1872,2047
4683037000,46830370,3641037,전라남도 영암군 서호면,2364,1101,1116,1248
4683038000,46830380,3641038,전라남도 영암군 학산면,3681,1591,1793,1888
4683039000,46830390,3641039,전라남도 영암군 미암면,2953,1340,1490,1463
4684000000,46840000,#N/A,전라남도 무안군 ,66294,27948,33356,32938
4684025000,46840250,3642011,전라남도 무안군 무안읍,10979,4441,5469,5510
4684025300,46840253,3642012,전라남도 무안군 일로읍,8504,3663,4317,4187
4684031000,46840310,3642031,전라남도 무안군 삼향면,14879,5398,7546,7333
4684032000,46840320,3642032,전라남도 무안군 몽탄면,4168,2006,2050,2118
4684033000,46840330,3642033,전라남도 무안군 청계면,7904,3563,3958,3946
4684034000,46840340,3642034,전라남도 무안군 현경면,6383,2888,3179,3204
4684035000,46840350,3642035,전라남도 무안군 망운면,2820,1220,1434,1386
4684036000,46840360,3642036,전라남도 무안군 해제면,6630,3051,3317,3313
4684037000,46840370,3642037,전라남도 무안군 운남면,4027,1718,2086,1941
4686000000,46860000,#N/A,전라남도 함평군 ,37549,17462,18595,18954
4686025000,46860250,3643011,전라남도 함평군 함평읍,9599,4159,4685,4914
4686031000,46860310,3643031,전라남도 함평군 손불면,4234,2025,2087,2147
4686032000,46860320,3643032,전라남도 함평군 신광면,2125,1094,1052,1073
4686033000,46860330,3643033,전라남도 함평군 학교면,4822,2236,2386,2436
4686034000,46860340,3643034,전라남도 함평군 엄다면,2411,1167,1170,1241
4686035000,46860350,3643035,전라남도 함평군 대동면,3332,1551,1630,1702
4686036000,46860360,3643036,전라남도 함평군 나산면,3413,1666,1705,1708
4686037000,46860370,3643037,전라남도 함평군 해보면,3229,1536,1650,1579
4686038000,46860380,3643038,전라남도 함평군 월야면,4384,2028,2230,2154
4687000000,46870000,#N/A,전라남도 영광군 ,58284,24911,28966,29318
4687025000,46870250,3644011,전라남도 영광군 영광읍,21182,8153,10430,10752
4687025300,46870253,3644012,전라남도 영광군 백수읍,5622,2665,2754,2868
4687025600,46870256,3644013,전라남도 영광군 홍농읍,8048,3185,4148,3900
4687031000,46870310,3644031,전라남도 영광군 대마면,1975,906,998,977
4687032000,46870320,3644032,전라남도 영광군 묘량면,2029,941,978,1051
4687033000,46870330,3644033,전라남도 영광군 불갑면,1507,714,726,781
4687034000,46870340,3644034,전라남도 영광군 군서면,2602,1223,1310,1292
4687035000,46870350,3644035,전라남도 영광군 군남면,2866,1458,1376,1490
4687036000,46870360,3644036,전라남도 영광군 염산면,5127,2416,2516,2611
4687037000,46870370,3644037,전라남도 영광군 법성면,6617,2862,3308,3309
4687038000,46870380,3644038,전라남도 영광군 낙월면,709,388,422,287
4688000000,46880000,#N/A,전라남도 장성군 ,46719,20269,23828,22891
4688025000,46880250,3645011,전라남도 장성군 장성읍,13188,5422,6653,6535
4688031000,46880310,3645031,전라남도 장성군 진원면,3164,1422,1611,1553
4688032000,46880320,3645032,전라남도 장성군 남면,3824,1712,1981,1843
4688033000,46880330,3645033,전라남도 장성군 동화면,2170,988,1114,1056
4688034000,46880340,3645034,전라남도 장성군 삼서면,3142,1474,1623,1519
4688035000,46880350,3645035,전라남도 장성군 삼계면,7121,2767,3653,3468
4688036000,46880360,3645036,전라남도 장성군 황룡면,4891,2081,2506,2385
4688037000,46880370,3645037,전라남도 장성군 서삼면,1657,727,871,786
4688038000,46880380,3645038,전라남도 장성군 북일면,1652,768,810,842
4688039000,46880390,3645039,전라남도 장성군 북이면,3306,1520,1699,1607
4688040000,46880400,3645040,전라남도 장성군 북하면,2604,1388,1307,1297
4689000000,46890000,#N/A,전라남도 완도군 ,55154,24777,27399,27755
4689025000,46890250,3646011,전라남도 완도군 완도읍,19822,8104,9986,9836
4689025300,46890253,3646012,전라남도 완도군 금일읍,4051,1953,2022,2029
4689025600,46890256,3646013,전라남도 완도군 노화읍,5809,2554,2948,2861
4689031000,46890310,3646031,전라남도 완도군 군외면,3738,1881,1836,1902
4689032000,46890320,3646032,전라남도 완도군 신지면,3881,1820,1931,1950
4689033000,46890330,3646033,전라남도 완도군 고금면,4656,2260,2221,2435
4689034000,46890340,3646034,전라남도 완도군 약산면,2595,1276,1277,1318
4689035000,46890350,3646035,전라남도 완도군 청산면,2631,1332,1262,1369
4689036000,46890360,3646036,전라남도 완도군 소안면,3025,1403,1447,1578
4689037000,46890370,3646037,전라남도 완도군 금당면,1175,554,578,597
4689038000,46890380,3646038,전라남도 완도군 보길면,2822,1143,1438,1384
4689039000,46890390,3646039,전라남도 완도군 생일면,949,497,453,496
4690000000,46900000,#N/A,전라남도 진도군 ,34549,15634,16647,17902
4690025000,46900250,3647011,전라남도 진도군 진도읍,10765,4305,5266,5499
4690031000,46900310,3647031,전라남도 진도군 군내면,3618,1647,1752,1866
4690032000,46900320,3647032,전라남도 진도군 고군면,4256,1872,2024,2232
4690033000,46900330,3647033,전라남도 진도군 의신면,4295,2027,2062,2233
4690034000,46900340,3647034,전라남도 진도군 임회면,4150,2003,1964,2186
4690035000,46900350,3647035,전라남도 진도군 지산면,4056,1986,1918,2138
4690036000,46900360,3647036,전라남도 진도군 조도면,3409,1794,1661,1748
4691000000,46910000,#N/A,전라남도 신안군 ,45896,21708,23594,22302
4691025000,46910250,3648011,전라남도 신안군 지도읍,5248,2582,2743,2505
4691031000,46910310,3648031,전라남도 신안군 증도면,2196,1029,1201,995
4691032000,46910320,3648032,전라남도 신안군 임자면,3745,1725,1962,1783
4691033000,46910330,3648033,전라남도 신안군 자은면,2488,1255,1277,1211
4691034000,46910340,3648034,전라남도 신안군 비금면,3913,1866,1938,1975
4691035000,46910350,3648035,전라남도 신안군 도초면,3158,1507,1579,1579
4691036000,46910360,3648036,전라남도 신안군 흑산면,4737,2272,2548,2189
4691037000,46910370,3648037,전라남도 신안군 하의면,2002,1026,1028,974
4691038000,46910380,3648038,전라남도 신안군 신의면,1818,791,959,859
4691039000,46910390,3648039,전라남도 신안군 장산면,1909,956,964,945
4691040000,46910400,3648040,전라남도 신안군 안좌면,3734,1807,1870,1864
4691041000,46910410,3648041,전라남도 신안군 팔금면,1312,652,620,692
4691042000,46910420,3648042,전라남도 신안군 암태면,2345,1129,1147,1198
4691043000,46910430,3648043,전라남도 신안군 압해면,7291,3111,3758,3533
4700000000,47000000,#N/A,경상북도  ,2674448,1056030,1343403,1331045
4711000000,47110000,#N/A,경상북도 포항시 ,507371,186381,258047,249324
4711100000,47111000,#N/A,경상북도 포항시 남구 ,254212,94358,130999,123213
4711125000,47111250,3701111,경상북도 포항시 남구 구룡포읍,11343,5095,5770,5573
4711125300,47111253,3701112,경상북도 포항시 남구 연일읍,34117,11157,17561,16556
4711125600,47111256,3701113,경상북도 포항시 남구 오천읍,43588,16016,22866,20722
4711131000,47111310,3701131,경상북도 포항시 남구 대송면,6087,2458,3217,2870
4711132000,47111320,3701132,경상북도 포항시 남구 동해면,13103,4861,6665,6438
4711133000,47111330,3701133,경상북도 포항시 남구 장기면,5711,2627,2801,2910
4711134000,47111340,3701134,경상북도 포항시 남구 대보면,2690,1231,1328,1362
4711151000,47111510,3701151,경상북도 포항시 남구 상대1동,18969,7497,9754,9215
4711152000,47111520,3701152,경상북도 포항시 남구 상대2동,11858,4737,6082,5776
4711153000,47111530,3701153,경상북도 포항시 남구 해도1동,12412,5105,6215,6197
4711154000,47111540,3701154,경상북도 포항시 남구 해도2동,13480,5740,7010,6470
4711155000,47111550,3701155,경상북도 포항시 남구 송도동,19712,7864,10102,9610
4711156000,47111560,3701156,경상북도 포항시 남구 청림동,8102,3231,4335,3767
4711157000,47111570,3701157,경상북도 포항시 남구 제철동,3652,1551,2004,1648
4711158000,47111580,3701158,경상북도 포항시 남구 효곡동,29111,8812,15174,13937
4711159000,47111590,3701159,경상북도 포항시 남구 대이동,20277,6376,10115,10162
4711300000,47113000,#N/A,경상북도 포항시 북구 ,253159,92023,127048,126111
4711325000,47113250,3701211,경상북도 포항시 북구 흥해읍,36468,13722,18387,18081
4711331000,47113310,3701231,경상북도 포항시 북구 신광면,3429,1569,1750,1679
4711332000,47113320,3701232,경상북도 포항시 북구 청하면,6141,2733,3025,3116
4711333000,47113330,3701233,경상북도 포항시 북구 송라면,3267,1495,1557,1710
4711334000,47113340,3701234,경상북도 포항시 북구 기계면,5911,2566,2897,3014
4711335000,47113350,3701235,경상북도 포항시 북구 죽장면,2979,1453,1483,1496
4711336000,47113360,3701236,경상북도 포항시 북구 기북면,1403,675,697,706
4711352000,47113520,3701252,경상북도 포항시 북구 중앙동,6797,3353,3342,3455
4711356000,47113560,3701256,경상북도 포항시 북구 학산동,14477,5723,7178,7299
4711363000,47113630,3701258,경상북도 포항시 북구 양학동,21772,7116,10972,10800
4711364000,47113640,3701259,경상북도 포항시 북구 죽도1동,4171,1847,2095,2076
4711365000,47113650,3701260,경상북도 포항시 북구 죽도2동,19756,8071,9940,9816
4711366500,47113665,3701261,경상북도 포항시 북구 용흥동,28304,9687,14334,13970
4711368000,47113680,3701263,경상북도 포항시 북구 우창동,26878,9082,13347,13531
4711369000,47113690,3701264,경상북도 포항시 북구 두호동,28058,8818,14118,13940
4711370000,47113700,3701265,경상북도 포항시 북구 장량동,30959,9981,15699,15260
4711371000,47113710,3701266,경상북도 포항시 북구 환여동,12389,4132,6227,6162
4713000000,47130000,#N/A,경상북도 경주시 ,269896,105554,134946,134950
4713025000,47130250,3702011,경상북도 경주시 감포읍,6893,3096,3458,3435
4713025300,47130253,3702012,경상북도 경주시 안강읍,33064,12670,16659,16405
4713025600,47130256,3702013,경상북도 경주시 건천읍,10744,4518,5447,5297
4713025900,47130259,3702014,경상북도 경주시 외동읍,17098,7024,8740,8358
4713031000,47130310,3702031,경상북도 경주시 양북면,4490,2017,2292,2198
4713032000,47130320,3702032,경상북도 경주시 양남면,6919,2957,3570,3349
4713033000,47130330,3702033,경상북도 경주시 내남면,5818,2523,2941,2877
4713034000,47130340,3702034,경상북도 경주시 산내면,3468,1777,1718,1750
4713035000,47130350,3702035,경상북도 경주시 서면,3951,1815,1973,1978
4713036000,47130360,3702036,경상북도 경주시 현곡면,16927,5763,8319,8608
4713037000,47130370,3702037,경상북도 경주시 강동면,8251,3696,4192,4059
4713038000,47130380,3702038,경상북도 경주시 천북면,5892,2313,3007,2885
4713051500,47130515,3702051,경상북도 경주시 중부동,6860,3038,3406,3454
4713052000,47130520,3702052,경상북도 경주시 성동동,4663,1922,2293,2370
4713053000,47130530,3702053,경상북도 경주시 황오동,5325,2349,2647,2678
4713055000,47130550,3702055,경상북도 경주시 성건동,18261,7742,9120,9141
4713056000,47130560,3702056,경상북도 경주시 탑정동,5634,2500,2817,2817
4713057000,47130570,3702057,경상북도 경주시 황남동,3085,1368,1505,1580
4713059000,47130590,3702059,경상북도 경주시 선도동,13610,4885,6817,6793
4713060500,47130605,3702058,경상북도 경주시 월성동,6333,2826,3154,3179
4713061500,47130615,3702062,경상북도 경주시 용강동,15761,5284,7733,8028
4713062100,47130621,3702063,경상북도 경주시 황성동,29202,9404,14479,14723
4713063000,47130630,3702064,경상북도 경주시 동천동,26578,9345,13220,13358
4713065000,47130650,3702066,경상북도 경주시 불국동,8868,3734,4323,4545
4713066000,47130660,3702067,경상북도 경주시 보덕동,2201,988,1116,1085
4715000000,47150000,#N/A,경상북도 김천시 ,138153,52901,68602,69551
4715025000,47150250,3703011,경상북도 김천시 아포읍,8864,3516,4479,4385
4715031000,47150310,3703031,경상북도 김천시 농소면,3335,1289,1661,1674
4715032000,47150320,3703032,경상북도 김천시 남면,4019,1606,2008,2011
4715034000,47150340,3703033,경상북도 김천시 개령면,3005,1150,1513,1492
4715035000,47150350,3703034,경상북도 김천시 감문면,4091,1775,2008,2083
4715036000,47150360,3703035,경상북도 김천시 어모면,5332,2199,2675,2657
4715037000,47150370,3703036,경상북도 김천시 봉산면,3676,1465,1852,1824
4715038000,47150380,3703037,경상북도 김천시 대항면,4285,1619,2190,2095
4715039000,47150390,3703038,경상북도 김천시 감천면,2330,889,1190,1140
4715040000,47150400,3703039,경상북도 김천시 조마면,2738,1119,1386,1352
4715041000,47150410,3703040,경상북도 김천시 구성면,3468,1616,1711,1757
4715042000,47150420,3703041,경상북도 김천시 지례면,1954,908,972,982
4715043000,47150430,3703042,경상북도 김천시 부항면,1461,669,706,755
4715044000,47150440,3703043,경상북도 김천시 대덕면,2612,1162,1276,1336
4715045000,47150450,3703044,경상북도 김천시 증산면,1303,588,597,706
4715051600,47150516,3703060,경상북도 김천시 자산동,9952,3956,4916,5036
4715053600,47150536,3703061,경상북도 김천시 평화남산동,11367,4603,5647,5720
4715056500,47150565,3703055,경상북도 김천시 양금동,6009,2349,2965,3044
4715057500,47150575,3703056,경상북도 김천시 대신동,24556,8348,12168,12388
4715059500,47150595,3703058,경상북도 김천시 대곡동,23467,8254,11537,11930
4715061000,47150610,3703059,경상북도 김천시 지좌동,10329,3821,5145,5184
4717000000,47170000,#N/A,경상북도 안동시 ,167637,65804,83283,84354
4717025000,47170250,3704011,경상북도 안동시 풍산읍,7611,3273,3792,3819
4717031000,47170310,3704031,경상북도 안동시 와룡면,4582,2045,2372,2210
4717032000,47170320,3704032,경상북도 안동시 북후면,3812,1510,1943,1869
4717033000,47170330,3704033,경상북도 안동시 서후면,4032,1788,2061,1971
4717034000,47170340,3704034,경상북도 안동시 풍천면,4914,2210,2464,2450
4717035000,47170350,3704035,경상북도 안동시 일직면,3601,1612,1748,1853
4717036000,47170360,3704036,경상북도 안동시 남후면,2273,1060,1136,1137
4717037000,47170370,3704037,경상북도 안동시 남선면,2637,1113,1358,1279
4717038000,47170380,3704038,경상북도 안동시 임하면,3620,1341,1876,1744
4717039000,47170390,3704039,경상북도 안동시 길안면,3439,1610,1755,1684
4717040000,47170400,3704040,경상북도 안동시 임동면,2288,1082,1179,1109
4717041000,47170410,3704041,경상북도 안동시 예안면,2166,1032,1101,1065
4717042000,47170420,3704042,경상북도 안동시 도산면,2106,971,1081,1025
4717043000,47170430,3704043,경상북도 안동시 녹전면,2048,945,1040,1008
4717051000,47170510,3704051,경상북도 안동시 중구동,6228,2876,3069,3159
4717052000,47170520,3704052,경상북도 안동시 명륜동,6692,2500,3303,3389
4717055500,47170555,3704054,경상북도 안동시 용상동,22822,8405,11333,11489
4717058500,47170585,3704062,경상북도 안동시 서구동,9198,3911,4499,4699
4717060000,47170600,3704056,경상북도 안동시 태화동,14668,5977,7385,7283
4717062000,47170620,3704058,경상북도 안동시 평화동,8560,3111,4264,4296
4717063000,47170630,3704059,경상북도 안동시 안기동,8670,3009,4289,4381
4717065000,47170650,3704060,경상북도 안동시 옥동,20012,7125,9596,10416
4717066000,47170660,3704061,경상북도 안동시 송하동,11464,4007,5635,5829
4717069000,47170690,3704063,경상북도 안동시 강남동,10194,3291,5004,5190
4719000000,47190000,#N/A,경상북도 구미시 ,393474,148999,200009,193465
4719025000,47190250,3705011,경상북도 구미시 선산읍,16966,6084,8500,8466
4719025300,47190253,3705012,경상북도 구미시 고아읍,31163,9920,15917,15246
4719031000,47190310,3705031,경상북도 구미시 무을면,2404,1008,1211,1193
4719032000,47190320,3705032,경상북도 구미시 옥성면,2159,907,1087,1072
4719033000,47190330,3705033,경상북도 구미시 도개면,2816,1184,1427,1389
4719034000,47190340,3705034,경상북도 구미시 해평면,5952,2471,3040,2912
4719035000,47190350,3705035,경상북도 구미시 산동면,4361,1823,2298,2063
4719036000,47190360,3705036,경상북도 구미시 장천면,3907,1549,1992,1915
4719051000,47190510,3705051,경상북도 구미시 송정동,21328,7740,10520,10808
4719052000,47190520,3705052,경상북도 구미시 원평1동,5312,2918,2656,2656
4719053000,47190530,3705053,경상북도 구미시 원평2동,5395,2540,2765,2630
4719055100,47190551,3705055,경상북도 구미시 도량동,35319,11322,17733,17586
4719055500,47190555,3705056,경상북도 구미시 지산동,3712,1387,1974,1738
4719056500,47190565,3705057,경상북도 구미시 선주원남동,38702,13001,19780,18922
4719058200,47190582,3705059,경상북도 구미시 형곡1동,17550,5555,8772,8778
4719058300,47190583,3705060,경상북도 구미시 형곡2동,23780,7607,11980,11800
4719059000,47190590,3705061,경상북도 구미시 신평1동,5052,2364,2696,2356
4719060000,47190600,3705062,경상북도 구미시 신평2동,3779,1547,2001,1778
4719061000,47190610,3705063,경상북도 구미시 비산동,4639,1581,2437,2202
4719062100,47190621,3705064,경상북도 구미시 공단1동,4829,2052,2605,2224
4719062200,47190622,3705065,경상북도 구미시 공단2동,3683,2295,1930,1753
4719063000,47190630,3705066,경상북도 구미시 광평동,3015,1202,1604,1411
4719064500,47190645,3705067,경상북도 구미시 상모사곡동,29692,10566,15183,14509
4719066000,47190660,3705069,경상북도 구미시 임오동,16107,5200,8377,7730
4719067000,47190670,3705070,경상북도 구미시 인동동,53485,21361,27048,26437
4719068000,47190680,3705071,경상북도 구미시 진미동,22277,14077,10704,11573
4719069000,47190690,3705072,경상북도 구미시 양포동,26090,9738,13772,12318
4721000000,47210000,#N/A,경상북도 영주시 ,114163,44818,56891,57272
4721025000,47210250,3706011,경상북도 영주시 풍기읍,12665,5128,6298,6367
4721031000,47210310,3706031,경상북도 영주시 이산면,3131,1280,1603,1528
4721032000,47210320,3706032,경상북도 영주시 평은면,2265,1000,1153,1112
4721033000,47210330,3706033,경상북도 영주시 문수면,2053,900,1042,1011
4721034000,47210340,3706034,경상북도 영주시 장수면,2592,1073,1326,1266
4721035000,47210350,3706035,경상북도 영주시 안정면,3557,1529,1786,1771
4721036000,47210360,3706036,경상북도 영주시 봉현면,3131,1282,1585,1546
4721037000,47210370,3706037,경상북도 영주시 순흥면,2404,1002,1210,1194
4721038000,47210380,3706038,경상북도 영주시 단산면,2287,1034,1116,1171
4721039000,47210390,3706039,경상북도 영주시 부석면,3571,1557,1846,1725
4721051000,47210510,3706051,경상북도 영주시 상망동,9622,3679,4828,4794
4721052500,47210525,3706053,경상북도 영주시 하망동,8025,3010,3920,4105
4721055000,47210550,3706055,경상북도 영주시 영주1동,5766,2632,2815,2951
4721056000,47210560,3706058,경상북도 영주시 영주2동,5105,2029,2515,2590
4721059000,47210590,3706059,경상북도 영주시 휴천1동,7930,2656,3926,4004
4721060000,47210600,3706060,경상북도 영주시 휴천2동,10931,4108,5436,5495
4721061000,47210610,3706061,경상북도 영주시 휴천3동,10658,3721,5351,5307
4721062000,47210620,3706062,경상북도 영주시 가흥1동,10490,4373,5134,5356
4721063000,47210630,3706063,경상북도 영주시 가흥2동,7980,2825,4001,3979
4723000000,47230000,#N/A,경상북도 영천시 ,104218,43497,52180,52038
4723025000,47230250,3707011,경상북도 영천시 금호읍,12865,5852,6559,6306
4723031000,47230310,3707031,경상북도 영천시 청통면,4820,2084,2479,2341
4723032000,47230320,3707032,경상북도 영천시 신녕면,4775,2162,2376,2399
4723033000,47230330,3707033,경상북도 영천시 화산면,3708,1594,1881,1827
4723034000,47230340,3707034,경상북도 영천시 화북면,2460,1172,1186,1274
4723035000,47230350,3707035,경상북도 영천시 화남면,3279,1550,1685,1594
4723036000,47230360,3707036,경상북도 영천시 자양면,1169,601,580,589
4723037000,47230370,3707037,경상북도 영천시 임고면,4450,1980,2263,2187
4723038000,47230380,3707038,경상북도 영천시 고경면,6187,2715,3079,3108
4723039000,47230390,3707039,경상북도 영천시 북안면,4887,2163,2465,2422
4723040000,47230400,3707040,경상북도 영천시 대창면,3229,1451,1635,1594
4723051000,47230510,3707051,경상북도 영천시 동부동,27018,9806,13378,13640
4723052000,47230520,3707052,경상북도 영천시 중앙동,9486,3596,4639,4847
4723053500,47230535,3707053,경상북도 영천시 서부동,6424,2675,3189,3235
4723054000,47230540,3707054,경상북도 영천시 완산동,5149,2193,2535,2614
4723055500,47230555,3707055,경상북도 영천시 남부동,4312,1903,2251,2061
4725000000,47250000,#N/A,경상북도 상주시 ,105799,43441,52014,53785
4725025000,47250250,3708011,경상북도 상주시 함창읍,7271,3061,3545,3726
4725031000,47250310,3708032,경상북도 상주시 중동면,1860,790,897,963
4725032000,47250320,3708031,경상북도 상주시 사벌면,4474,1905,2193,2281
4725033000,47250330,3708033,경상북도 상주시 낙동면,4811,2093,2330,2481
4725034000,47250340,3708034,경상북도 상주시 청리면,3497,1453,1714,1783
4725035000,47250350,3708035,경상북도 상주시 공성면,5076,2193,2429,2647
4725036000,47250360,3708036,경상북도 상주시 외남면,1892,824,947,945
4725037000,47250370,3708037,경상북도 상주시 내서면,2129,907,1037,1092
4725038000,47250380,3708038,경상북도 상주시 모동면,2857,1240,1437,1420
4725039000,47250390,3708039,경상북도 상주시 모서면,2707,1209,1340,1367
4725040000,47250400,3708040,경상북도 상주시 화동면,2229,938,1102,1127
4725041000,47250410,3708041,경상북도 상주시 화서면,2945,1290,1439,1506
4725042000,47250420,3708042,경상북도 상주시 화북면,1665,736,830,835
4725043000,47250430,3708043,경상북도 상주시 외서면,2954,1334,1427,1527
4725044000,47250440,3708044,경상북도 상주시 은척면,1807,883,880,927
4725045000,47250450,3708045,경상북도 상주시 공검면,2675,1234,1276,1399
4725046000,47250460,3708046,경상북도 상주시 이안면,2437,1140,1175,1262
4725047000,47250470,3708047,경상북도 상주시 화남면,883,439,421,462
4725052000,47250520,3708052,경상북도 상주시 남원동,12437,4673,6181,6256
4725053000,47250530,3708053,경상북도 상주시 북문동,6347,2517,3175,3172
4725054000,47250540,3708054,경상북도 상주시 계림동,8494,3481,4174,4320
4725055000,47250550,3708055,경상북도 상주시 동문동,10221,3971,5065,5156
4725056000,47250560,3708056,경상북도 상주시 동성동,4453,1759,2193,2260
4725057000,47250570,3708057,경상북도 상주시 신흥동,9678,3371,4807,4871
4728000000,47280000,#N/A,경상북도 문경시 ,74333,30435,36791,37542
4728025000,47280250,3709011,경상북도 문경시 문경읍,7535,3190,3683,3852
4728025300,47280253,3709012,경상북도 문경시 가은읍,4282,2045,2104,2178
4728031000,47280310,3709031,경상북도 문경시 영순면,2660,1166,1306,1354
4728032000,47280320,3709032,경상북도 문경시 산양면,3627,1625,1810,1817
4728033000,47280330,3709033,경상북도 문경시 호계면,2554,1107,1275,1279
4728034000,47280340,3709034,경상북도 문경시 산북면,3094,1463,1522,1572
4728035000,47280350,3709035,경상북도 문경시 동로면,1686,839,830,856
4728036000,47280360,3709036,경상북도 문경시 마성면,4021,1897,1974,2047
4728037000,47280370,3709037,경상북도 문경시 농암면,2730,1344,1282,1448
4728057000,47280570,3709057,경상북도 문경시 점촌1동,6637,2613,3317,3320
4728058000,47280580,3709058,경상북도 문경시 점촌2동,8388,3368,4163,4225
4728059000,47280590,3709059,경상북도 문경시 점촌3동,9894,3606,5022,4872
4728060000,47280600,3709060,경상북도 문경시 점촌4동,3821,1662,1917,1904
4728061000,47280610,3709061,경상북도 문경시 점촌5동,13404,4510,6586,6818
4729000000,47290000,#N/A,경상북도 경산시 ,237421,90729,119752,117669
4729025000,47290250,3710011,경상북도 경산시 하양읍,29028,10588,14459,14569
4729025300,47290253,3710012,경상북도 경산시 진량읍,38562,14459,19741,18821
4729031000,47290310,3710031,경상북도 경산시 와촌면,6555,2642,3449,3106
4729033000,47290330,3710032,경상북도 경산시 자인면,6820,2828,3533,3287
4729034000,47290340,3710033,경상북도 경산시 용성면,3982,1750,2045,1937
4729035000,47290350,3710034,경상북도 경산시 남산면,4166,1764,2217,1949
4729036000,47290360,3710035,경상북도 경산시 압량면,12537,5106,6533,6004
4729037000,47290370,3710036,경상북도 경산시 남천면,3745,1501,1899,1846
4729051000,47290510,3710056,경상북도 경산시 중방동,7345,2953,3608,3737
4729052000,47290520,3710051,경상북도 경산시 중앙동,7689,3150,3838,3851
4729053000,47290530,3710054,경상북도 경산시 남부동,17727,6572,8719,9008
4729054100,47290541,3710053,경상북도 경산시 서부1동,37665,13375,18476,19189
4729054200,47290542,3710057,경상북도 경산시 서부2동,21136,7207,10482,10654
4729055000,47290550,3710055,경상북도 경산시 북부동,13014,6589,6952,6062
4729056000,47290560,3710052,경상북도 경산시 동부동,27450,10245,13801,13649
4772000000,47720000,#N/A,경상북도 군위군 ,25439,11644,12786,12653
4772025000,47720250,3731011,경상북도 군위군 군위읍,8075,3361,4160,3915
4772031000,47720310,3731031,경상북도 군위군 소보면,2705,1320,1348,1357
4772032000,47720320,3731032,경상북도 군위군 효령면,4202,1918,2170,2032
4772033000,47720330,3731033,경상북도 군위군 부계면,2300,1063,1126,1174
